,user_id,label,all_launch_count,last_launch,all_video_count,last_video,all_video_day,all_action_count,last_action,all_action_day,register_type,device_type,register_day,multi
0,8,0,4,12,0,0,0,98,12,4,0,0,-1,9|5|6
1,45,0,4,15,0,0,0,110,15,5,2,323,9,7|6|7
2,129,0,2,12,0,0,0,2,4,1,0,0,-1,6|5|5
3,194,0,1,12,0,0,0,83,12,1,1,227,11,10|4|9
4,228,0,6,16,0,0,0,75,16,6,0,0,-1,8|6|3
5,411,0,2,13,0,0,0,86,13,2,0,95,11,8|10|7
6,413,0,1,9,0,0,0,10,9,1,0,45,8,7|5|9
7,419,0,3,15,0,0,0,128,15,3,2,111,11,2|9|7
8,431,0,3,10,0,0,0,37,10,3,2,0,4,2|7|2
9,461,0,1,9,0,0,0,2,9,1,0,4,8,1|3|2
10,509,0,2,16,0,0,0,700,16,2,0,0,-1,8|9|8
11,556,0,4,4,0,0,0,33,3,3,0,0,-1,3|7|2
12,591,0,6,15,0,0,0,714,15,6,1,16,9,10|9|9
13,596,0,6,14,0,0,0,57,8,3,1,550,2,6|5|7
14,627,0,1,9,0,0,0,6,9,1,0,0,-1,1|7|7
15,633,0,1,14,0,0,0,0,0,0,1,938,13,5|3|10
16,652,0,3,14,0,0,0,85,14,3,1,14,6,6|6|7
17,697,0,2,9,0,0,0,10,5,1,1,5,4,10|6|10
18,836,0,5,16,0,0,0,249,16,5,2,20,8,8|3|7
19,885,0,4,12,1,9,1,135,11,3,1,0,8,5|6|7
20,928,0,1,11,0,0,0,0,0,0,3,1115,10,4|7|7
21,929,0,3,11,0,0,0,238,11,3,1,36,7,4|1|4
22,948,0,15,16,0,0,0,753,16,14,1,246,0,3|8|9
23,979,0,6,14,1,6,1,390,14,5,2,1801,5,4|2|8
24,1066,0,1,12,0,0,0,0,0,0,3,1,11,5|10|4
25,1119,0,2,15,5,13,1,30,15,2,2,2,12,2|7|2
26,1197,0,7,16,0,0,0,879,16,7,0,0,-1,5|3|3
27,1229,0,2,9,0,0,0,7,9,2,1,2499,2,9|7|8
28,1247,0,1,10,0,0,0,0,0,0,3,1,9,4|3|10
29,1259,0,1,15,0,0,0,42,15,1,0,11,14,1|5|8
30,1266,0,1,10,0,0,0,11,10,1,2,4766,9,10|6|10
31,1271,0,1,7,0,0,0,1,7,1,0,7972,6,7|7|5
32,1336,0,3,13,0,0,0,387,13,3,0,152,7,3|9|5
33,1341,0,12,16,0,0,0,2330,16,12,0,0,-1,8|3|7
34,1369,0,1,16,0,0,0,383,16,1,0,2,15,6|10|9
35,1370,0,4,16,4,12,1,206,16,3,0,4,10,1|6|3
36,1374,0,7,12,0,0,0,150,12,4,0,0,-1,7|6|9
37,1504,0,4,4,0,0,0,104,4,4,0,0,-1,9|6|8
38,1537,0,1,14,0,0,0,8,14,1,0,128,13,2|4|6
39,1560,0,2,11,0,0,0,20,9,1,5,10278,8,9|3|3
40,1568,0,2,10,0,0,0,0,0,0,5,1536,8,10|5|2
41,1607,0,8,14,1,14,1,623,14,8,0,0,-1,5|9|2
42,1644,0,1,1,0,0,0,13,1,1,0,25,0,9|2|4
43,1762,0,2,15,0,0,0,781,15,2,0,79,13,4|7|3
44,1764,0,2,12,0,0,0,171,12,2,0,118,8,3|1|8
45,1822,0,6,12,2,5,1,78,7,3,7,612,1,9|7|4
46,1867,0,4,11,0,0,0,130,11,1,0,47,0,4|1|10
47,1875,0,1,10,0,0,0,0,0,0,3,223,9,4|4|6
48,1893,0,15,16,0,0,0,1175,16,15,0,19,1,9|7|9
49,1914,0,9,16,0,0,0,412,16,9,0,0,-1,7|4|5
